url,city,price,title,location,area,bedrooms,bathrooms,property_type,built_in_year,parking_spaces,servant_quarters,store_rooms,kitchens,drawing_rooms,dining_rooms,laundry_rooms,floors,electricity_backup,internet,gas,security,water_supply
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_brand_new_corner_house_on_main_boulevard_with_swimming_pool-53966465-339-1.html,islamabad,149000000,Dha 2 One Kanal Brand New CORNER House On MAIN BOULEVARD With SWIMMING POOL,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_luxury_house_for_sale_in_dha_phase_2_islamabad-54104923-339-1.html,islamabad,138000000,1 Kanal Modern Luxury House For Sale In DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,2,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_luxurious_8_marla_triple-sided_open_home_with_huge_lawn_1_5_kanal_in_bahria_enclave_sector_j_-_pkr_4_25_crore-54204276-11981-1.html,islamabad,42500000,"Luxurious 8 Marla Triple-Sided Open Home with Huge Lawn 1.5 Kanal in Bahria Enclave, Sector J - PKR 4.25 Crore","Bahria Enclave - Sector J, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",8 Marla,5,7,House,2026,Yes,1,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_elcielo_block_a_3_bed_apartment_for_sale-54158830-9914-1.html,islamabad,16000000,Elcielo Block A 3 Bed Apartment For Sale,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",6.3 Marla,3,3,Flat,2026,Yes,Yes,Yes,Yes,,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_legnum_tower_2_bed_furnished_apartment_7th_floor_for_sale-54219488-9913-1.html,islamabad,17500000,Legnum Tower 2 Bed Furnished Apartment 7th Floor For Sale,"Lignum Tower, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",6.3 Marla,2,2,Flat,,,,,Yes,,,,,,,,,
https://www.zameen.com/Property/islamabad_i-10_i-10_2_25x60_brand_new_house_for_sale_out_class_construction-53607151-173-1.html,islamabad,52500000,I-10/2 25x60 Brand New House For Sale Out Class Construction,"I-10, Islamabad, Islamabad Capital",6.7 Marla,5,6,House,2025,,,,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_i_brand_new_7_marla_luxury_double_story_house_for_sale_in_gulberg_residencia-54164037-9119-1.html,islamabad,44000000,_Brand New 7 Marla Luxury Double Story House for Sale in Gulberg Residencia,"Gulberg Residencia - Block I, Gulberg Residencia, Gulberg, Islamabad, Islamabad Capital",7 Marla,5,5,House,,2,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_5_marla_house_for_sale_available_in_b-17-54152881-12607-1.html,islamabad,23200000,5 Marla House For Sale Available In B-17,"MPCHS - Block C1, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",5 Marla,4,4,House,2020,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_beautiful_5_marla_single_unit_house_for_sale_available_in_f_block_mpchs_b-17_islamabad-53711145-8527-1.html,islamabad,19500000,Beautiful 5 Marla Single Unit House For Sale Available In F Block Mpchs B-17 Islamabad,"MPCHS - Block F, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",5 Marla,3,4,House,2024,2,1,3,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_25x50_designer_double_heighted_hybrid_unit_house_for_sale_in_mpchs_multi_garden_b-17_islamabad-53983463-3115-1.html,islamabad,25000000,5 Marla (25x50) Designer Double Heighted Hybrid Unit House For Sale In MPCHS Multi Garden B-17 Islamabad,"MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",5 Marla,4,6,House,2026,1,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_g-15_beautiful_designer_14_marla_40_80_house_for_sale_in_g-15_islamabad-53974259-764-1.html,islamabad,51000000,Beautiful Designer 14 Marla ( 40*80 ) House For Sale in G-15 Islamabad.,"G-15, Islamabad, Islamabad Capital",14 Marla,7,6,House,2024,4,1,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_looking_for_a_corner_house_in_dha_phase_3_-_block_b_islamabad-54112153-16227-1.html,islamabad,88000000,Looking For A Corner House In DHA Phase 3 - Block B Islamabad,"DHA Phase 3 - Block B, DHA Defence Phase 3, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,5,House,,,,,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_multi_residencia_orchards_5_marla_house_in_multi_ochrard_residence_islamabad-53847163-8332-1.html,islamabad,14500000,5 Marla House In Multi Ochrard Residence Islamabad,"Multi Residencia & Orchards, Islamabad, Islamabad Capital",5 Marla,3,3,House,,,,,,,,,,,,,,
https://www.zameen.com/Property/f_11_f-11_markaz_2_bedroom_fully_renovated_apartment_available_for_sale-51122897-3286-1.html,islamabad,31000000,2 Bedroom Fully Renovated Apartment Available For Sale,"F-11 Markaz, F-11, Islamabad, Islamabad Capital",7.8 Marla,2,2,Flat,2010,1,,Yes,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/f_11_f-11_markaz_f-11_markaz_2_bedroom_apartment_available_for_sale-54227802-3286-1.html,islamabad,28000000,F-11 Markaz 2 Bedroom Apartment Available For Sale,"F-11 Markaz, F-11, Islamabad, Islamabad Capital",7.8 Marla,2,2,Flat,2011,1,,,1,,,,,,,,,
https://www.zameen.com/Property/gulberg_gulberg_greens_gulberg_heights_studio_apartment_for_sale-53198280-8312-1.html,islamabad,6700000,Gulberg Heights Studio Apartment For Sale,"Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2.9 Marla,,1,Flat,2025,3,1,1,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_8_marla_30x60_corner_double_unit_house_for_sale_in_block_e_mpchs_multi_garden_b17_islamabad-53810924-3115-1.html,islamabad,38000000,8 Marla (30x60) Corner Double Unit House For Sale In Block E MPCHS Multi Garden B17 Islamabad,"MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",8 Marla,5,6,House,2025,2,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_8_marla_30x60_designer_double_house_for_sale_in_block_e_mpchs_multi_garden_b17_islamabad-53718349-3120-1.html,islamabad,41500000,8 Marla (30x60) Designer Double House For Sale in Block E Mpchs multi Garden B17 Islamabad,"MPCHS - Block E, MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",8 Marla,5,6,House,2025,2,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_8_marla_ultra_luxury_corner_double_highted_designer_house_for_sale_in_block_e_mpchs_multi_garden_b17_islamabad-54254035-3115-1.html,islamabad,44000000,8 Marla Ultra Luxury Corner Double highted Designer House For Sale in Block E mpchs Multi Garden B17 Islamabad,"MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",8 Marla,4,6,House,2026,2,1,Yes,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_brand-new_5-marla_house_for_sale_in_sector_h_bahria_enclave_islamabad-53685921-11983-1.html,islamabad,26000000,"Brand-New 5-Marla House For Sale In Sector H, Bahria Enclave, Islamabad","Bahria Enclave - Sector H, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",5 Marla,3,3,House,2025,Yes,,,,,,,,,,,,
https://www.zameen.com/Property/f_11_f-11_1_beautifully_constructed_house_is_available_for_sale_in_f-11_1-49156747-3282-1.html,islamabad,250000000,Beautifully Constructed House Is Available For Sale In F-11/1,"F-11/1, F-11, Islamabad, Islamabad Capital",1.3 Kanal,8,7,House,2024,Yes,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/f_10_silver_oaks_apartments_silver_oaks_apartments_flat_for_sale_sized_1750_square_feet-51920360-11308-1.html,islamabad,60000000,Silver Oaks Apartments Flat For sale Sized 1750 Square Feet,"Silver Oaks Apartments, F-10, Islamabad, Islamabad Capital",7.8 Marla,3,3,Flat,2022,10,Yes,Yes,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/d_12_d-12_1_4_marla_brand_new_house_for_sale-53870788-3154-1.html,islamabad,47000000,4 Marla Brand New House for Sale,"D-12/1, D-12, Islamabad, Islamabad Capital",4 Marla,4,5,House,2025,1,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_20_marla_corner_double_unit_house_for_sale_in_dha_phase_2_in_investor_price_dha_phase_2_islamabad-54249584-339-1.html,islamabad,77000000,"20 MARLA CORNER DOUBLE UNIT HOUSE FOR SALE IN DHA PHASE 2 IN INVESTOR PRICE DHA PHASE 2, ISLAMABAD","DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,8,6,House,2016,8,3,4,3,Yes,Yes,,,,,,,
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5_marla_brand_new_corner_house_with_2_marla_extraland_excellent_construction_quality_sun_facing_house_available_for_sale-54185105-11975-1.html,islamabad,32000000,Sector N 5 Marla Brand New Corner House With 2 Marla Extraland Excellent Construction Quality Sun facing House Available for Sale,"Bahria Enclave - Sector N, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",7 Marla,4,6,House,2024,1,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_top_city_1_corner_10_marla_semi_furnished_house_for_sale-54225061-1383-1.html,islamabad,63500000,Corner 10 Marla Semi Furnished House For Sale,"Top City 1, Islamabad, Islamabad Capital",10 Marla,6,6,House,2026,2,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-7_50x90_prime_location_old_house_is_available_for_sale-54000891-165-1.html,islamabad,295000000,50X90 Prime Location Old House Is Available For Sale,"F-7, Islamabad, Islamabad Capital",1 Kanal,4,5,House,,Yes,Yes,,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-7_offer_offer_6_months_time_modern_brand-new_house_is_for_sale-53604121-165-1.html,islamabad,580000000,Offer Offer! 6 Months Time Modern Brand-New House Is For SALE,"F-7, Islamabad, Islamabad Capital",1.3 Kanal,6,7,House,,Yes,2,Yes,3,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_bani_gala_brand_new_1_5_storey_house_for_sale_in_bani_gala-53774818-340-1.html,islamabad,14000000,Brand New 1.5 Storey House For Sale In Bani Gala,"Bani Gala, Islamabad, Islamabad Capital",5 Marla,3,4,House,2026,1,,,2,Yes,,,,,,,,
https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_-_defence_villas_dha_phase_1_sector_f_defence_villa_for_sale-52093852-3075-1.html,islamabad,38500000,DHA Phase 1 Sector F Defence Villa' For Sale,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F, DHA Defence Phase 1, DHA Defence, Islamabad, Islamabad Capital",11 Marla,3,4,House,2007,4,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_e-11_prime_location_fully_furnished_flat_for_sale_owner_shifting_abroad_reasionable_price--54115150-329-1.html,islamabad,17000000,Prime location fully furnished flat for sale owner shifting abroad reasionable price-,"E-11, Islamabad, Islamabad Capital",4.9 Marla,2,2,Flat,2021,1,,,,,,,,,,,,
https://www.zameen.com/Property/islamabad_f-7_prime_location_house_1066sqyds_size_80x120_cda_transfer_two_owners--54150880-165-1.html,islamabad,520000000,Prime Location House 1066sqyds Size 80x120= CDA Transfer Two Owners-,"F-7, Islamabad, Islamabad Capital",2.1 Kanal,8,7,House,2010,6,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-8_prime_location_on_marrgalla_road_1000sqyds_in_coming_rent_5000_only_serious_buyers--54169872-166-1.html,islamabad,700000000,Prime Location On Marrgalla Road 1000sqyds In Coming Rent $5000 Only Serious Buyers-,"F-8, Islamabad, Islamabad Capital",2 Kanal,5,5,House,2021,6,,,,,,,,,,,,
https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_25x50_brand_new_double_unit_house_for_sale_in_block_c1_mpchs_multi_garden_b-17_islamabad-54111272-3115-1.html,islamabad,27900000,5 Marla (25x50) Brand New Double Unit House For Sale In Block C1 Mpchs Multi Garden B-17 Islamabad,"MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",5 Marla,4,6,House,2025,1,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_top_of_the_line_brand_new_triple_storey_house_1_kanal_dha_phase_2_islamabad-54240717-339-1.html,islamabad,175000000,Top of the Line Brand New Triple Storey House 1 Kanal | DHA Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,7,6,House,2026,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_faisal_hills_faisal_hills_house_sized_5_marla-54242185-10859-1.html,islamabad,24000000,Faisal Hills House Sized 5 Marla,"Faisal Hills, Islamabad, Islamabad Capital",5 Marla,,,House,,,,,,,,,,,,,,
https://www.zameen.com/Property/blue_area_elysium_mall_luxury_furnished_apartment_for_sale_in_elysium_tower_opposite_centaurus_high_rental_income-54238223-10739-1.html,islamabad,96000000,Luxury Furnished Apartment For Sale In Elysium Tower | Opposite Centaurus | High Rental Income,"Elysium Mall, Blue Area, Islamabad, Islamabad Capital",7.1 Marla,2,2,Flat,2020,2,2,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_1_bed_room_flat_for_sale_in_defence_residency_dha_2_islamabad-53668712-9914-1.html,islamabad,6500000,1 Bed Room Flat For Sale In Defence Residency Dha 2 Islamabad,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2.7 Marla,1,1,Flat,2024,Yes,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/gt_road_el_cielo_2_bed_for_sale_in_e_l_ceilo_tower_a-54223016-10358-1.html,islamabad,11000000,2 Bed For Sale In E L Ceilo Tower A,"El Cielo, GT Road, Islamabad, Islamabad Capital",4.2 Marla,2,2,Flat,2023,2,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_highlife_2bed_for_sale_in_gold_crest_highlife_3_al_guhrair_giga_dha2_islamabad-54245650-21059-1.html,islamabad,8000000,2bed For Sale In Gold Crest Highlife 3 Al Guhrair Giga Dha2 Islamabad,"Goldcrest Highlife, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",3.9 Marla,2,2,Flat,2027,2,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/d_12_d-12_4_14_marla_corner_house_for_sale-53145900-3157-1.html,islamabad,160000000,14 Marla Corner House For Sale,"D-12/4, D-12, Islamabad, Islamabad Capital",14 Marla,5,5,House,2022,2,1,1,1,Yes,Yes,,,,,,,
https://www.zameen.com/Property/d_12_d-12_1_on_excellent_location_10_marla_house_in_stunning_d-12_1_is_available_for_sale-51821715-3154-1.html,islamabad,120000000,On Excellent Location 10 Marla House In Stunning D-12/1 Is Available For sale,"D-12/1, D-12, Islamabad, Islamabad Capital",10 Marla,7,6,House,2020,2,1,1,3,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_aesthetically_designed_house_for_sale_in_dha-2_islamabad-52911324-339-1.html,islamabad,122500000,1 Kanal Aesthetically Designed House For Sale In DHA-2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2025,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/gulberg_gulberg_greens_gulberg_icon2_2bed_fully_furnished_rented_apartment_for_sale-54081738-8312-1.html,islamabad,11900000,Gulberg Icon2 2bed Fully Furnished Rented Apartment For Sale,"Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",3.5 Marla,2,2,Flat,2022,Yes,,1,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_pwd_housing_scheme_house_for_sale_in_national_police_foundation_10_marla_block_c_prime_location_a_beautiful_and_well-maintained_house_is_available_for_sale_in_pwd_block_c_with_all_basic_facilities_ideal_for_families_looking_for_a_peaceful_and_secure_environment-54104619-424-1.html,islamabad,35000000,House For Sale In National police foundation 10 Marla Block C (Prime Location) A Beautiful And Well-Maintained House Is Available For Sale In PWD Block C With All Basic Facilities. Ideal For Families Looking For A Peaceful And Secure Environment.,"PWD Housing Scheme, Islamabad, Islamabad Capital",10 Marla,6,6,House,2012,3,,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/gulberg_gulberg_greens_gulberg_greens_gulberg_icon_2_1_bed_apartment_available_for_sale-54109164-8312-1.html,islamabad,7800000,Gulberg Greens Gulberg Icon 2 1 Bed Apartment Available For Sale,"Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2.3 Marla,1,1,Flat,2024,Yes,,,1,Yes,,,,,,,,
https://www.zameen.com/Property/islamabad_korang_town_korang_town_islamabad_korang_square_brand_new_1-bedroom_apartment_available_for_sale_kamyab_investment_ka_sunehra_mauqa-54115852-445-1.html,islamabad,4000000,"Korang Town, Islamabad! Korang Square Brand New 1-Bedroom Apartment available for sale Kamyab investment ka sunehra mauqa!","Korang Town, Islamabad, Islamabad Capital",1.5 Marla,1,1,Flat,2026,Yes,,,Yes,Yes,,,,,,,,
https://www.zameen.com/Property/islamabad_islamabad_expressway_6_marla_triple_story_house_for_sale_ovaisco_villas_near_gulberg_greens_islamabad-54110400-9014-1.html,islamabad,22500000,"6 Marla Triple Story House for Sale Ovaisco Villas (Near Gulberg Greens, Islamabad","Islamabad Expressway, Islamabad, Islamabad Capital",6 Marla,4,4,House,2021,1,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-6_elegant_house_is_for_sale_in_f-6-53318282-164-1.html,islamabad,385000000,Elegant House Is For Sale In F-6,"F-6, Islamabad, Islamabad Capital",17.8 Marla,7,7,House,2025,Yes,Yes,2,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/g_13_g-13_1_the_most_elegant_designer_4080_house_of_g13_with_solar_on_70ft_road-53949517-3337-1.html,islamabad,129900000,THE MOST ELEGANT DESIGNER 4080 HOUSE OF G13 WITH SOLAR ON 70ft ROAD,"G-13/1, G-13, Islamabad, Islamabad Capital",14.2 Marla,7,7,House,,,,,,,,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-53583485-339-1.html,islamabad,140000000,"1 Kanal Luxury House For Sale In DHA Phase 2, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2019,Yes,2,1,3,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-7_luxurious_7-bedroom_house_for_sale_on_prime_location-49610450-165-1.html,islamabad,450000000,Luxurious 7-Bedroom House For Sale On Prime Location,"F-7, Islamabad, Islamabad Capital",2.5 Kanal,7,6,House,2023,4,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-7_luxurious_6_bedroom_house_for_sale_in_prime_location-49981663-165-1.html,islamabad,460000000,Luxurious 6 Bedroom House For Sale In Prime Location,"F-7, Islamabad, Islamabad Capital",2 Kanal,6,6,House,,4,1,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_top_city_1_10_marla_designer_made_proper_corner_sunface_house_available_for_sale_in_topcity-1_islamabad-54232097-1383-1.html,islamabad,69500000,10 Marla Designer Made / Proper Corner / Sunface House Available For Sale In Topcity-1 Islamabad.,"Top City 1, Islamabad, Islamabad Capital",10 Marla,5,6,House,2026,Yes,,,,,,,,,,,,
https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_c_5_marla_house_situated_in_national_police_foundation_o-9_-_block_c_for_sale-54236477-16427-1.html,islamabad,18000000,5 Marla House Situated In National Police Foundation O-9 - Block C For Sale,"National Police Foundation O-9 - Block C, National Police Foundation O-9, Islamabad, Islamabad Capital",5 Marla,4,,House,,,,,,,,,,,,,,
https://www.zameen.com/Property/islamabad_e-17_5_marla_brand_new_double_storey_house_available_for_sale-54193778-1409-1.html,islamabad,13000000,5 Marla Brand New Double Storey House Available For Sale,"E-17, Islamabad, Islamabad Capital",5 Marla,4,5,House,2026,Yes,,,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/i_16_i-16_3_pha_i_16_3_taypb_luxury_apartment_ground_floor_for_sale-54251333-3437-1.html,islamabad,13500000,PHA I. 16/3 TaypB LUXURY APARTMENT GROUND FLOOR FOR SALE,"I-16/3, I-16, Islamabad, Islamabad Capital",6.7 Marla,4,4,Flat,2025,,1,1,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/gulshan_e_sehat_2_gulshan-e-sehat_2_-_block_f_8_marla_30_60_in_block_f_single_story_brand_new_house_available_for_sale_in_gulshan_e_sehat_e-18_islamabad-54133023-3268-1.html,islamabad,16500000,8 Marla ( 30*60 In Block F ) Single Story. Brand New House Available For Sale. In Gulshan E Sehat E-18 Islamabad.,"Gulshan-e-Sehat 2 - Block F, Gulshan-e-Sehat 2, E-18, Islamabad, Islamabad Capital",8 Marla,2,3,House,,,,,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha2_1_5_kanal_owner_built_full_furnished_house-54060075-339-1.html,islamabad,220000000,Dha2 1.5 kanal Owner built FULL FURNISHED HOUSE,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2 Kanal,7,6,House,2023,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha2_one_kanal_designer_house_for_sale-54037324-339-1.html,islamabad,138000000,Dha2 One Kanal Designer House For Sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2026,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_3_bed_for_sale_in_overseas_block_defence_residency_al_guhria_giga_dha2_islamabad-54246026-9914-1.html,islamabad,16000000,3 Bed For Sale In Overseas Block Defence Residency Al Guhria Giga Dha2 Islamabad,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",5.1 Marla,3,3,Flat,2024,1,,,1,,,,,,,,,
https://www.zameen.com/Property/islamabad_g-11_4_marla_brand_new_luxury_double_storey_house_for_sale_in_sector_g-11_islamabad-53911697-168-1.html,islamabad,46000000,"4 Marla Brand New Luxury Double Storey House For Sale In ( Sector G-11 ) , Islamabad","G-11, Islamabad, Islamabad Capital",4 Marla,3,4,House,2026,Yes,Yes,Yes,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_g-11_2_bed_luxury_apartment_is_available_for_sale_in_the_arch_residence_sector_g-11-53856151-168-1.html,islamabad,29800000,"2 Bed Luxury Apartment Is Available For Sale In The Arch Residence , Sector G-11","G-11, Islamabad, Islamabad Capital",7.3 Marla,2,2,Flat,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/f_11_f-11_2_f-11_2_brand_new_9-bedroom_fully-furnished_house_-_new_666_yards_full_basement_price_30_crores-52809449-3283-1.html,islamabad,300000000,"F-11/2: Brand New 9-Bedroom Fully-Furnished House - New 666 Yards, Full Basement, Price 30 Crores","F-11/2, F-11, Islamabad, Islamabad Capital",1.3 Kanal,9,7,House,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-11_f-11_2_brand_new_luxury_666-yard_fully-furnished_house_-_9_beds_full_basement_price_30_crores-52809414-163-1.html,islamabad,300000000,"F-11/2 Brand New Luxury 666-Yard Fully-Furnished House - 9 Beds, Full Basement, Price 30 Crores","F-11, Islamabad, Islamabad Capital",1.3 Kanal,9,7,House,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_2_islamabad-54113711-339-1.html,islamabad,140000000,1 Kanal Luxury House For Sale In Dha 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,7,House,2026,2,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_2_kanal_brand_new_designer_house_for_sale_with_swimming_pool-54196826-339-1.html,islamabad,320000000,2 KANAL BRAND NEW DESIGNER HOUSE FOR SALE WITH SWIMMING POOL.,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2 Kanal,8,6,House,2026,3,1,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_2_kanal_aesthetically_designed_house_for_sale_in_dha_islamabad-54253974-339-1.html,islamabad,190000000,2 kanal aesthetically designed house for sale in DHA Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2 Kanal,7,6,House,2026,4,3,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_new_designer_house_on_prime_location-49270104-339-1.html,islamabad,129000000,New Designer House On Prime Location,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2023,3,2,Yes,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_1_kanal_brand_new_designer_house_for_sale-49319497-339-1.html,islamabad,115000000,Luxurious 1 Kanal Brand New Designer House For Sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,6,House,,3,2,2,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_new_2_kanal_furnished_house_in_dha-49332573-339-1.html,islamabad,220000000,New 2 Kanal Furnished House In DHA,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2 Kanal,6,6,House,2024,5,2,Yes,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_designer_1_kanal_house_for_sale-49611475-339-1.html,islamabad,129000000,Beautiful Designer 1 Kanal House For Sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,5,6,House,2022,1,,,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_fully_furnished_spanish_style_corner_house_for_sale_in_dha_2_islamabad-53818994-339-1.html,islamabad,105000000,1 Kanal Fully Furnished Spanish Style Corner House For Sale In DHA 2 Islamabad,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",1 Kanal,6,7,House,2025,6,2,1,2,Yes,Yes,,,,,,,
https://www.zameen.com/Property/islamabad_f-7_brand_new_house_available_for_sale_in_f7-52498240-165-1.html,islamabad,480000000,Brand New House Available For Sale In F7,"F-7, Islamabad, Islamabad Capital",1.3 Kanal,6,6,House,2025,5,2,2,3,Yes,Yes,,,,,,,
